nagromadzenie G2_następstwo
uposażenie SUBJ_odpowiadać
przyjazd AND_konsultacja
gleba AND_powierzchnia
twarz G1_inteligent
dociekanie G2_chęć
rozmaitość G2_dział
lądowanie SUBJ_przyćmić
waćpanna SUBJ_gniewać
przywódca G2_podziw
dziedziczenie SUBJ_zasługiwać
akcja katolicki
justyna AND_robert
gniazdo SUBJ_wybudować
usunięcie SUBJ_spowodować
polaryzowanie G1_społeczeństwo
egipt AND_faraon
przywódca G1_solidarność
mieszkanka G1_toruń
rozpacz AND_dramat
przelewanie AND_gwałtowność
dialog G2_powrót
siatkarz SUBJ_polecić
rodzaj G1_dygot
temat SUBJ_wynajdować
moc energetyczny
pieczętowanie G1_butelka
zakłócanie AND_wpuszczanie
filia SUBJ_dziać
represja AND_rozstrzeliwanie
jacuś G2_felietonik
typ G1_kółko
aresztowanie G1_mirosław
dziura SUBJ_ukazać
upodlenie AND_brak
kluska SUBJ_współpracować
gruzja wschodni
adopcja AND_cudo
zrezygnowanie celowy
możliwość SUBJ_zawiadomić
turyn AND_real
twarz cichy
moment G1_kelner
odcinek G2_rower
dywizja samodzielny
rozłożenie SUBJ_sprawdzać
wyrażanie G2_umiejętność
agent AND_milicjant
obrońca SUBJ_wnosić
wymiociny G2_fetor
interes G1_indosant
pociąg G2_zajezdnia
szwajcaria niemieckojęzyczny
zalecenie AND_ustalenie
kalkulacja SUBJ_ujmować
lament SUBJ_dobiec
kazachstan AND_pakistan
zakończenie G1_film
reportażysta AND_filmowiec
informacja piąty
użytkownik SUBJ_zmobilizować
mieszko G2_trzylatek
odpowiedzialność G2_podział
żądanie SUBJ_wywodzić
thalia SUBJ_oznajmiać
inwektywa AND_oskarżenie
post G2_regulamin
kolekcja AND_spadek
bard AND_ideolog
przestępca SUBJ_kreować
więzy SUBJ_zadeptać
folcik SUBJ_wiedzieć
granulat SUBJ_kupić
ustanawianie AND_regulowanie
seria G1_wydarzenie
tunel oddzielny
bryła G2_struktura
śnieg alpejski
taśma G2_bezpieka
wzorzec nawykowy
główka G1_gawron
bas SUBJ_rzucić
dziennikarz rumuński
emocja AND_doznanie
zieliński AND_przewodniczący
ciąża G2_mniejszość
posterunek SUBJ_zasilić
majster AND_inżynier
powrót AND_tożsamość
rzeczywistość SUBJ_przybliżać
popęd G1_zachowanie
sezon G2_szkoleniowiec
glacjał plejstoceński
mundur AND_włosek
kwiat SUBJ_zakwitnąć
kubica SUBJ_jechać
wnętrze G1_nisza
tusz AND_pył
spiskowiec AND_skrytobójca
uzdrowicielka AND_czarownica
łódź G2_poganiacz
zdecydowanie AND_święty
sąd G2_skarżenie
przekwalifikowanie SUBJ_lubić
metoda G1_atak
kuchenka G2_okno
zaraza AND_płot
pieśń G1_bój
magazynier AND_dystrybutor
przypadek G1_zdyskontowanie
doświadczenie G1_chrystus
spadek G1_wytrzymałość
uliczka odrapany
stworzenie G1_oprogramowanie
tatuś SUBJ_objąć
uchodźca G2_skierowanie
nieskończoność SUBJ_uczuć
kostium SUBJ_powstawać
korzystanie AND_odwiedzanie
rozszerzenie AND_liberalizacja
kubek AND_wiadro
tychy G2_fura
rozliczenie G2_obowiązek
młodzieniec G2_skromność
współpraca prowadzony
informacja G2_odczytanie
kąt G1_narciarstwo
obwodnica G1_chrzanów
głuszec AND_bocian
skrajnia SUBJ_wyznawać
volkswagen AND_as
sąsiad G1_zair
szmata SUBJ_owijać
dzień tytułowy
lekarz wileński
echo G1_wystrzał
reduktor G2_dodawanie
cynk SUBJ_pobudzać
choroba G2_świadomość
emanacja AND_wibracja
morze AND_pokuta
przeczytanie G1_ogłoszenie
stan G2_ogródka
wróbel AND_marta
strajk SUBJ_zaskoczyć
korona G2_obręb
zboczeniec SUBJ_masturbować
kupiec SUBJ_usunąć
struktura G2_niedoskonałość
załamanie AND_zaburzenie
skraj G1_całun
liturgia AND_biblia
ania G2_doktor
urządzenie SUBJ_kusić
zaleta SUBJ_wychwalać
szwajcaria G1_beza
raport SUBJ_ostrzegać
wspólnota pierwszy
polecenie AND_uzgodnienie
firma AND_zakład
zniesławienie AND_rząd
żaba AND_świerszcz
odpowiedzialność G2_wyeliminowanie
koniec AND_uśmiech
gra następny
taśma G1_zdarzenie
aluminium drugoligowy
festyn AND_mityng
straż G2_współudział
punkt SUBJ_naznaczyć
biskup AND_zakon
kawałeczek G1_cebula
polityka imperialistyczny
struktura biurokratyczny
uzurpator SUBJ_wymknąć
harmonogram SUBJ_podawać
sukces SUBJ_nakręcać
książeczka SUBJ_zostawić
empatia AND_poczucie
granica G1_kapitała
zagranica G1_powiat
oszustka SUBJ_złożyć
jerzy AND_trzaska
wartość G1_nabycie
fala G1_pretensja
przenikanie G1_gaz
specjalność G1_astronomia
piwo większy
przyjemność G1_oglądanie
zamówienie G1_czytelniczka
puszka SUBJ_potoczyć
ustawa SUBJ_przestudiować
magia AND_sugestywność
zamieszki SUBJ_sprowokować
trawa SUBJ_wysuszyć
krak SUBJ_woleć
śmiech AND_odraza
śląsk G2_oddanie
oddanie AND_ślub
płetwa dłuższy
konflikt AND_sterownik
wyrżnięcie G1_wataha
szyba AND_talerz
absolwentka G1_studium
talent hokejowy
granie AND_schemat
gruzja SUBJ_gościć
poznań AND_penetracja
pula SUBJ_zmniejszyć
rysa trudny
uchwalenie G2_sprawa
budynek AND_opuszczenie
akwizytor G2_kampania
adam SUBJ_uderzyć
akcja G1_jędrszczyk
kapryśność AND_przelotność
ogień G1_pieczarka
biuro zaprzyjaźniony
bieda zwykły
rezydent AND_rentier
smok AND_feniks
hel SUBJ_objąć
rytm wschodni
kraj ukochany
pojęcie G1_gwałt
koszykarka G2_kapitan
tadeusz AND_dobrosz
scenariusz G2_odczytanie
zakręcanie G1_woda
kolonia luźny
grzyb G2_zebranie
uogólnianie AND_przyrównywanie
okno G2_śnieg
łokieć AND_bark
adenowirus SUBJ_zniszczyć
produkt G1_bestia
zainstalowanie AND_zakupienie
ganek SUBJ_zajechać
duńczyk pracujący
wzgląd G1_oddziaływanie
bóg SUBJ_zwymiotować
interpretacja G2_filozofia
określenie G1_przezroczystość
zainteresowanie G2_rozszerzenie
czystość powszechny
karta AND_książeczka
teoria idiotyczny
użycie G1_ekwiwalent
niemcy SUBJ_odgradzać
zamek zrekonstruowany
grupa tajwański
przyczyna G2_przedstawianie
sztuka niejeden
przekreślenie G1_dziedzictwo
fotoreporter SUBJ_schować
stawka nominalny
utrzymywanie G1_nawierzchnia
wybór AND_dopasowanie
rzecz G1_sprowadzenie
olśnienie G1_gospodarz
regent G2_stanowisko
skansen SUBJ_wyróść
sprzeciwienie AND_wynalazek
numer tajny
pobudzenie G2_czynnik
cementownia G2_teren
worek AND_pak
gąszcz G1_ostrężyna
chłopak G2_las
srebro AND_wyrób
brama cuchnący
uczestnik G2_preferencja
ważność G2_potwierdzenie
wersja SUBJ_rezydować
socjotechnika AND_manipulacja
unormowanie G2_próba
skrzynka SUBJ_odbierać
planowanie G1_prezentacja
tył G1_wiadomość
tajlandia AND_pakistan
tarcza G1_szyjka
język G1_gęś
loża G2_członka
szereg AND_kraj
pryzmat G1_funkcjonowanie
dworek G2_fotografia
spółdzielnia G2_mit
osamotnienie SUBJ_umożliwiać
sposób G1_unoszenie
pazur SUBJ_ustawić
ubikacja AND_pralnia
następstwo G1_banda
możliwość faktyczny
mieszkaniec G2_uciecha
zwarcie SUBJ_odsuwać
mateusz AND_grzeszczak
obraza SUBJ_przeplatać
krążek gliniany
wyprowadzanie AND_smycz
materac AND_śpiwór
humanitaryzm AND_dobro
rozum SUBJ_wykazać
wiza SUBJ_znieść
stacja G2_pokonanie
nieczystość AND_uszkadzanie
spokój AND_realizm
głowa G1_foka
rzemieślnik przyszły
obecność G1_inteligencja
drozd AND_jak
tranzyt SUBJ_kosztować
brednia AND_bajka
micha SUBJ_dostawać
hitlerowiec G1_człowiek
energia SUBJ_rozsadzić
gęśle AND_skrzypki
dobrodziej SUBJ_poskąpić
realia G1_pobyt
ustawa analogiczny
widok G1_kioskarz
nakłanianie AND_ułatwianie
człowiek AND_gryzoń
politechnika AND_technikum
gazomierz G2_odczytywanie
satysfakcja G2_odrobina
możliwość G1_zreformowanie
krzyk G1_bezsens
myśl G1_tomasz
grono SUBJ_korzystać
grabki AND_rękawica
powłoka G1_mnich
komunista SUBJ_niszczyć
tłum szalejący
pełnomocnik G2_przedsięwzięcie
akwizycja zagraniczny
lada G2_nic
bilion SUBJ_zwrócić
artykuł G2_uzupełnianie
naczelnik SUBJ_przeprosić
marzenie SUBJ_brakować
reszta G1_piasek
kontrolowanie G2_świadomość
basia G2_historia
zejście G2_szkoła
objazd G1_monarcha
mama SUBJ_przytulić
pestka AND_kropla
ćwiczenie G2_droga
golański AND_krzysztof
jadwiga G1_konopek
zwrot AND_rabat
związek trudny
świerk G2_grzebień
możliwość G1_delektowanie
typ G1_zaprawa
zapłon G2_dźwięk
stosowanie AND_ostrożność
polecenie SUBJ_dublować
ulga obowiązujący
gratulacja AND_list
filozofia SUBJ_wykładać
stawa SUBJ_traktować
wskaźnik G2_wojewoda
improwizacja AND_zdenerwowanie
respektowanie ścisły
rana AND_uraz
ciasto AND_słoninka
funkcjonariusz SUBJ_ugryźć
torpedo rosyjski
zaproszenie G1_prymas
kurtka dziurawy
milczenie AND_litość
wyczucie G1_odległość
jelito AND_serce
mechanizm AND_sens
wzniesienie SUBJ_stawać
ulotność G1_chwila
frankowski AND_brasilia
wieża samotny
umorzenie SUBJ_warunkować
klamka SUBJ_pojawiać
panorama G2_oko_oczy
goa G2_znajda
aspiracja własny
produkcja nasilony
ballada AND_marsz
kierownik G1_azyl
tynk AND_płytka
rebeliant komunistyczny
asekuracja G2_błąd
bigos AND_piwo
zimno piekielny
rano G1_drzwi
sianie G2_prawo
przednówek G1_zupa
element G1_normalizacja
wizja G1_baran
następca G1_peugeot
chrysler SUBJ_wypaść_wypadnie
pokusa G1_komercjalizacja
patron AND_przewodnik
teleinformatyka AND_kryptologia
sień AND_klatka
ciepło SUBJ_odprowadzać
wychowawca chrześcijański
dziecko G2_zacięcie
rewia SUBJ_jechać
wyświetlacz SUBJ_wbudować
dojrzewanie AND_poznawanie
włocławianin G2_zwycięstwo
umysł SUBJ_uczulić
kolorystyka G1_wytwór
wysokość prawy
prawo G1_pięcie
córka G1_piotr
strzęp G1_pudełko
dom AND_dziedziniec
konspiracja G2_bojownik
przybysz SUBJ_znosić
wykładowca AND_pisarz
hufiec samodzielny
opart SUBJ_stajać
wykonanie SUBJ_ozdobić
państwo AND_chanat
władczyni G2_przejście
kar stały
przemywanie AND_balsamowanie
koszykarz AND_rugbysta
budynek G1_stajnia
płaszczyzna G2_róża
pracownica G2_uliczka
słodycz G1_zemsta
wola SUBJ_zmiażdżyć
studio G1_wytwórnia
miejsce AND_namawianie
ala G1_skrytki
sól SUBJ_przyprószyć
maćkowiak AND_jan
posłanek AND_zastępczyni
szata ślubny
drżenie AND_oddech
diler G2_bank
obejrzenie G1_partia
światło G2_kolumna
dyspozycyjność AND_wykształcenie
pomiar G1_inhibicja
molo SUBJ_cechować
pokonanie AND_czarnoksiężnik
przeobrażenie duży
sprzątaczka G2_jak
zręczność SUBJ_zrozumieć
lucyfer G2_litość
kierowca SUBJ_przeszkolić
hanka G1_jan
coś SUBJ_upieprzyć
szmata AND_wnętrzność
marek SUBJ_przestępować
utrzymywanie G1_zasób
powierzchnia hektarowy
wrocławianin AND_toruń
tygiel G1_kultura
nawierzchnia G1_sieć
przemycie G1_jądro
szklanka G2_wychylenie
budowla G1_zamek
trawienie G1_węglowodan
rybicki G1_tłumacz
babilon AND_konserwacja
wszechocean SUBJ_ustawić
pozycjonowanie AND_modyfikowanie
fakt AND_zmęczenie
monodram drugi
pisarz G2_pochód
fotograf G1_rekwizyt
potraktowanie podobny
zbiór G2_przychód
rozważanie G1_podróż
stworzenie G1_ptak
strona G1_zasłonka
status SUBJ_negować
rano SUBJ_wyłapać
kolejka G1_pensjonariuszka
nagrzewanie AND_naciąganie
panaceum SUBJ_postulować
ustosunkowanie AND_kontrola
ofiara AND_patriotyzm
perzyna G1_żal
ząb prosty
kolor przyjemny
akord wielki
stolik narożny
walka G1_ciosa
sieć G2_zasób
bezczynność SUBJ_stać_stanie
matka G2_płodność
tadeusz G2_warszawa
krzysiek SUBJ_trenować
działka zabudowany
odpadnięcie G1_bayern
kwiatkowski AND_gitarzysta
rzemieślnik G2_powaga
świeczka G2_płomień
kontrola G1_seksuolog
tragarz AND_furman
rewolucja G2_błąd
argumentacja G1_powód
volvo stary
transept G2_ołtarz
pielgrzymka SUBJ_odbierać
masa G1_łodyga
sumienie G1_aktor
siostra G2_przedszkole
wygląd AND_twarz
kanonizowanie G2_sprawa
prezentacja G2_styl
wojna AND_podejrzliwość
zwiadowca SUBJ_kląć
studio AND_jork
wymioty G2_sprowokowanie
powłoka AND_karoseria
tkanka wspólny
wykształcenie AND_uświadomienie
olej G1_klasyfikacja
wprowadzenie G1_kategoryzacja
notatka G2_przedruk
monotonia G1_kreacja
próg G1_trzeźwość
nazaruk SUBJ_strzelić
klapa wyświechtany
niezadowolenie AND_frustracja
świetlica SUBJ_mieścić
zaradność AND_zapobiegliwość
komitet AND_powódź
lud G1_wrocław
umówienie wcześniejszy
lato AND_kamila
forma popularniejszy
oryginał włoski
obcas AND_rozmazanie
cierpiętnictwo SUBJ_postać_postoi
polecenie konkretny
szaniec wołowy
wąsik przystrzyżony
steven G2_występ
zamysł G1_pokazanie
wieczerzak AND_pan
wspinaczka G2_amator
paragraf G1_klasyfikacja
grażyna AND_kwaśniewski
wypowiedź wybrany
cień G2_kłąb
geodeta SUBJ_nakłaniać
naśladowanie G2_autor
domniemanie dowolny
policzek SUBJ_rozpływać
czyściwo SUBJ_charakteryzować
obręb G1_fort
ojcostwo dojrzały
uzdrowiciel największy
paliwo AND_chemikalia
kruchość SUBJ_wykazywać
tok SUBJ_mącić
siedziba G1_willa
wrzesień G1_emerytura
lewica G2_obóz
rabata udzielany
ina G1_kółko
entropia AND_cykl
przyjęcie AND_znoszenie
świat G2_upolitycznienie
rówieśnik G1_chrzest
rozbawienie AND_poirytowanie
brózda SUBJ_grać
robak AND_świr
ewa G2_ślad
przedsiębiorstwo SUBJ_oddziaływać
poeta estoński
gospodyni SUBJ_zająć
wykładnia AND_sprostowanie
przedmiot G1_unik
interpunkcja G2_poprawianie
kasa G2_nieobecność
pasek G2_rejon
ława AND_szafa
mundur szkolny
skansen G1_nastolatka
postać przedziwny
rzesza szerszy
grzegorz AND_śnieżek
geolog AND_eksplorator
biografia G1_halina
retencja G2_rama
coś AND_okres
gnój parszywy
bona AND_ludwika
prywatność G2_sposób
szwabia G2_mieszkaniec
samochód SUBJ_zgasnąć
wzmacniacz AND_mikser
koszmar G2_atmosfera
piotr SUBJ_stukać
trójka G1_radny
szymon AND_mateusz
rynek wygłodzony
interpretacja G2_opis
aluzja AND_komentarz
krzyżówka G1_sitcom
nieporozumienie cały
oswajanie G2_sposób
biblia AND_religia
miska AND_legowisko
lud AND_świecznik
strefa katowicki
lucyfer SUBJ_wkradać
goprowiec SUBJ_wiedzieć
czaszka AND_kręgosłup
przecięcie G2_konsekwencja
podwykonawca G2_upadłość
operacja dalszy
neutralizacja AND_rekultywacja
rachunkowość AND_opodatkowanie
oddział SUBJ_uzbroić
postawa SUBJ_zająć
kołdra G2_łachman
motyl G1_beza
zaległość nieposiadający
mozart polski
fiskus G2_dochód
płaca ubruttowiony
nadesłanie AND_skompletowanie
prestiż AND_niedostępność
wykonywanie łatwy
rząd G1_wenezuela
włos SUBJ_schnąć
łąka SUBJ_przejaśnić
roch SUBJ_zaprosić
dom G1_lekarka
żurawski SUBJ_wykorzystać
przyczepa G2_zaczep
kolektyw G2_decyzja
arogancja AND_pazerność
nobilitacja AND_okazja
izba AND_pogórzanin
dziedzina G1_fizykochemia
bambus SUBJ_przestawać
parking AND_tramwaj
autogaz AND_benzyna
koło G2_wymyślenie
świat SUBJ_percypować
papier G1_irena
mobilizacja G1_ubezpieczyciel
parlamentarzysta SUBJ_pozapisywać
kierunek G1_wiesław
nieuregulowanie G1_zobowiązanie
kierowca AND_dysponent
hiszpania SUBJ_uznawać
deficyt SUBJ_sięgnąć
komponowanie AND_wysłanie
fragment G1_rycina
onuca SUBJ_zamarznąć
rozgryzanie G1_tajemnica
grobowiec SUBJ_przekraczać
sędzia SUBJ_atakować
olimpiada G2_gość
goa G2_zakorzenienie
dom G1_borowik
krytyk AND_juror
irytacja SUBJ_wyrażać
wyzwanie AND_konieczność
wątroba SUBJ_dokonać
możliwość G1_aktywizacja
rząd G2_nadwyżka
francja G2_organizm
firma G2_sekretarka
kobieta G2_antyteza
planowanie AND_wprowadzanie
mamusia G2_coś
atak G2_przedmiot
potrzeba G2_ogół
inwestycja AND_sentyment
następca SUBJ_wysłać
śmierć G2_brud
wystawca AND_emitent
fabuła G2_zwrot
tożsamość G2_kwestia
opowiadanie G2_kształt
ładowanie G1_klasa
promień przypadkowy
ochronienie G1_goa
ustawienie AND_krycie
zasób G2_wymaganie
resztka zalegający
sąsiad G1_leonard
narodziny G1_tragedia
powiat SUBJ_opracowywać
gody SUBJ_odbywać
zreorganizowanie G1_służba
człowiek G2_popieranie
żubr SUBJ_wygrać
identyfikator G1_kasa
wychowanka AND_studentka
upośledzenie SUBJ_zaostrzać
odliczenie G1_wartość
ocean G2_granat
wypowiedź AND_uzasadnianie
czytelnictwo SUBJ_wzróść
ach SUBJ_siedzieć
wrocław G1_marianin
elewacja gustowny
pegeer G1_nauka
przebudowanie G1_skrzyżowanie
odczucie G2_przekazanie
pluciński AND_prezes
list G1_filodendron
krystyna G2_córka
gospodarz AND_administrator
punkt działający
objaw SUBJ_odczuć
przebijanie nieustanny
alejka AND_ścieżek
głos G1_admirał
wioska G2_zakątek
włochy G2_ogół
ewa G2_twórczość
koniec G1_parkiet
renegat SUBJ_zasługiwać
radiostacja AND_ewidencja
senator SUBJ_poszukać
chrystus AND_dogmat
agencja SUBJ_przeć
wystawa SUBJ_umniejszać
karolinka SUBJ_miesić
aleksandra SUBJ_truć
szturm G2_opis
przyzwyczajenie AND_stereotyp
damian AND_raczyński
niezależność AND_autorytet
zbigniew AND_michnik
agent G1_dwójka
futbol SUBJ_kochać
brud AND_bałagan
biblia G2_reszta
zwiększenie AND_rynek
komornik AND_wyrobnik
grupa SUBJ_zaopatrywać
kanapka zdrowy
obśmiewanie AND_bicie
szyna AND_parowóz
założenie SUBJ_uzależniać
kaplica G2_witraż
organizacja AND_przeprowadzenie
żyrafa G2_wyprodukowanie
sposób SUBJ_wyśmiać
koza żelazny
sklep SUBJ_zainteresować
uszkodzenie SUBJ_ująć
rozbicie AND_powstanie
kornacki AND_michał
ton AND_akord
lityński SUBJ_prosić
relacja AND_wynik
lotnisko SUBJ_kursować
dzielna AND_prosta
łyżwiarz G2_start
tychy G2_gnębienie
konsorcjum SUBJ_zgłosić
samochód SUBJ_wjeżdżać
dziewczyna G2_narada
walendzik AND_pan
szczyt pobliski
kreml SUBJ_wyrażać
płoskonka SUBJ_chcieć
wywózka SUBJ_oznaczać
nowicki AND_kazimierz
chłopiec G2_myśl
kultura AND_osadnictwo
zofia AND_wacław
nabieranie G2_sposób
dach SUBJ_zwozić
forum G2_prześledzenie
uporządkowanie AND_niezawisłość
istnienie AND_obieg
kurort SUBJ_spierać
chłopak G2_nieobecność
portal skromny
odpowiedź SUBJ_adresować
rock G1_girlsa
wysłannik boski
nietolerancja AND_zmysł
cykl SUBJ_przygotować
alba G1_strzelba
żołądek G1_żywiciel
pozew AND_nakaz
wzgląd G1_wysokość
okręt austriacki
alba G1_objęcie
dobro AND_odwilż
początek G1_tercet
pole błękitny
donos SUBJ_schować
pełnia G2_przekazanie
tempo SUBJ_podkręcić
janek G2_polewa
festiwal olsztyński
warkocz AND_ogon
dorównanie G2_potrzeba
słońce AND_pogoda
chęć G1_wypowiedzenie
wygrana AND_ćwiartka
fronda G2_tekst
polaryzacja AND_upolitycznienie
wyłamywanie AND_wyleganie
rehabilitant G1_ruch
zabieg G1_rozjaśnianie
wole G2_udręka
park G1_energia
produkcja G1_kaseta
najazd ciężki
właścicielka SUBJ_wybiegać
nabywanie G2_spopularyzowanie
morderca AND_kierowca
znajomość profesjonalny
bagno AND_brzozówka
fotel AND_okno
szkoła G2_filia
gołębnik AND_ustęp
kapitalizacja G1_renta
kondom G2_sprawa
seksualność G1_partner
człowiek G2_dialekt
grupa G2_rów
wapno SUBJ_wyrzucić
obyczaj osobliwy
popiół G2_mieszanka
młyn AND_majątek
maść G2_sprzedaż
transakcja AND_beza
odmalowanie G1_pokój
stworzyciel SUBJ_nadąć
tajemnica G1_ruina
zespół G1_placówka
stan SUBJ_nadszarpnąć
lincz G2_praktyka
sprzymierzeniec G1_kontrkultura
pośrednik G2_ignorowanie
limit G2_udzielenie
naród G1_pożytek
spożytkowanie AND_odnalezienie
powiązanie stary
eksploatacja AND_etatyzm
klasyfikacja SUBJ_zestawić
śniadanie AND_zupa
rodzaj G1_front
odłóg AND_łąka
erem AND_klasztor
kołowrót G1_nazwa
dynamizacja G2_warunek
opoka AND_anna
równina urodzajny
lustro AND_dno
sekretarz AND_ekonom
dojście G2_raz
równanie dynamiczny
upodobanie AND_oczekiwanie
kwiatek SUBJ_położyć
handel niemiecki
strzęp AND_gałgan
biografia AND_przewodnik
sen G2_istnienie
białko G2_ił
pomaganie G2_świadomość
język G1_urzędowanie
anglia SUBJ_wywalczyć
tylka G1_spędzenie
nowak SUBJ_gapić
powszechność AND_ton
artystka G2_zrzeszenie
wyłączenie G1_zastosowanie
audytorium SUBJ_wystąpić
wysiłek ludzki
piasek SUBJ_pokrywać
upust olbrzymi
fundament SUBJ_zapadać
standard SUBJ_poprawiać
fresk wcześniejszy
strzała G2_rozrzut
subkultura określony
odbiorca zainteresowany
kryterium G1_sens
monopol SUBJ_wprowadzać
śpiew G1_turbina
berlin AND_lębork
rozwód SUBJ_orzeknąć
rzecznik SUBJ_obliczać
marynarka japoński
dogonienie G1_tempo
przeciwuderzenie SUBJ_odpierać
śpioch AND_kochanek
żywienie G2_wspomaganie
inwigilowanie G2_zadanie
oględność AND_umiar
instrukcja G1_kierowanie
kontakt G1_biznesmen
kopalnia SUBJ_upaść_upadnie
urbanowicz SUBJ_zakwalifikować
wierch G2_gra
kierownictwo G1_poradnia
problem G1_aspiracja
armator SUBJ_korzystać
zapisywanie SUBJ_kończyć
łata SUBJ_odskakiwać
lina poprzeczny
piłkarz SUBJ_ujść
tychy G2_wypis
chwytanie AND_korupcja
wenecja AND_neapol
znajda AND_męstwo
riksza AND_ambasador
lekkoduch sympatyczny
toruń AND_kraków
cel G1_rozmówienie
turkmenia G2_stolica
zakres G1_odłożenie
uświetnienie SUBJ_stanowić
bluzka wyprasowany
blask okrutny
technika G2_zabytek
cezary AND_włodarczyk
praca G2_powielenie
ekspozycja G2_kurator
obiekt AND_klasa
kadłub SUBJ_poczerniać
parking długoterminowy
olej SUBJ_przedostawać
burmistrz SUBJ_kreować
kradzież AND_usiłowanie
prawica SUBJ_umieć
